Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",45.940000000000005,Cath,1166.0
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",76.695,Anod,1095.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,127.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,208.0
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",98.83,Anod,107.0
Fe3S4 / Co9S8,"[{'Fe': '3.0', 'S': '4.0'}, {'Co': '9.0', 'S': '8.0'}]",1082.652,Anod,678.6
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cath,118.0
K0.25V2O5,"[{'K': '0.25', 'V': '2.0', 'O': '5.0'}]",191.6525,Cath,306.0
LiNi0.5Mn0.3Co0.2O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.3', 'Co': '0.2', 'O': '2.0'}]",96.5525,Cath,200.0
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cath,106.0
MnO2 @ C @ MnO,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",169.884,Anod,1171.3
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,1305.0
Li[Li0.2Ni0.2Mn0.6]O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",85.0274,Cath,390.0
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anod,17.0
MoO2 / C,"[{'Mo': '1.0', 'O': '2.0'}, {'C': '1.0'}]",139.959,Anod,331.0
LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",97.679,Cath,120.0
NIB,"[{'N': '1.0', 'I': '1.0', 'B': '1.0'}]",151.717,Cath,266.0
Cobalt oxide,"[{'Co': '2.0', 'O': '3.0'}]",165.863,Anod,566.0
Graphene / MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Anod,686.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,74.0
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",98.83,Anod,173.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,121.5
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",143.947,Anod,410.0
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1550.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,127.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,148.0
Mn3O4 @ Ti3+ / TiO2,"[{'Mn': '3.0', 'O': '4.0', 'Ti': '3.0'}, {'Ti': '1.0', 'O': '2.0'}]",452.27600000000007,Anod,673.2
PVP-CNF,"[{'P': '2.0', 'V': '1.0'}]",112.8895,Anod,932.3
LiNiO2,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",97.631,Cath,170.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1100.0
Al-doped LiAl0.2Cr0.8TiO4,"[{'Li': '1.0', 'Al': '0.2', 'Cr': '0.8', 'Ti': '1.0', 'O': '4.0'}]",165.7962,Anod,145.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,135.0
Co9S8 / C-S,"[{'Co': '9.0', 'S': '8.0'}]",786.8770000000001,Cath,1020.0
LiFe0.3Mn0.7PO4 / C,"[{'Li': '1.0', 'Fe': '0.3', 'Mn': '0.7', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.1311,Cath,124.0
TiO2 / GA-2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Cath,553.0
Fe3O4 / Cu,"[{'Fe': '3.0', 'O': '4.0'}, {'Cu': '1.0'}]",295.077,Anod,723.0
Germanium phosphide,"[{'Ge': '3.0', 'P': '4.0'}]",341.786,Anod,1033.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,100.0
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1600.0
SiO,"[{'Si': '1.0', 'O': '1.0'}]",44.084,Anod,200.0
SiO2-2,"[{'Si': '1.0', 'O': '2.0'}]",60.083,Cath,402.4
Li1.15(Ni0.36Mn0.64)0.85O2,"[{'Ni': '0.306', 'Mn': '0.544', 'Li': '1.15', 'O': '2.0'}]",87.82533000000001,Cath,229.6
IrO2,"[{'Ir': '1.0', 'O': '2.0'}]",224.218,Cath,532.0
CuO @ CMK-8,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anod,768.0
Li1.1V0.9O2,"[{'Li': '1.1', 'V': '0.9', 'O': '2.0'}]",85.47935,Anod,330.0
LiNi0.76Mn0.14Co0.10O2,"[{'Li': '1.0', 'Ni': '0.76', 'Mn': '0.14', 'Co': '0.1', 'O': '2.0'}]",97.1293,Cath,160.0
CVO,"[{'C': '1.0', 'V': '1.0', 'O': '1.0'}]",78.9515,Anod,543.0
NiCo2S4 @ GS-1,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",304.799,Anod,159.0
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cath,252.0
GNS / SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Anod,260.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,125.5
Mn3O4 / Fe3O4,"[{'Mn': '3.0', 'O': '4.0'}, {'Fe': '3.0', 'O': '4.0'}]",460.341,Anod,524.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,174.0
LiMnPO4 / C,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",168.859,Cath,118.9
Fe3O4 @ C,"[{'Fe': '3.0', 'O': '4.0'}, {'C': '1.0'}]",243.542,Anod,19.5
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",45.940000000000005,Cath,550.0
CoO-N,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Cath,3437.0
ZnCo2O4,"[{'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",247.242,Anod,180.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,120.0
TiN,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Cath,812.0
CoâNâC / SeS2,"[{'Se': '1.0', 'S': '2.0'}]",143.091,Cath,138.1
SnS / rGO,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anod,456.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,782.0
ZnCo2O4,"[{'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",247.242,Anod,1145.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,192.0
Li2CrMnO4,"[{'Li': '2.0', 'Cr': '1.0', 'Mn': '1.0', 'O': '4.0'}]",184.81,Cath,100.0
"C @ N-C @ N,P-C","[{'C': '1.0'}, {'C': '1.0'}]",24.022,Cath,98.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,132.1
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,138.0
BiVO4,"[{'Bi': '1.0', 'V': '1.0', 'O': '4.0'}]",323.9175,Anod,1177.0
Na0.66Co0.5Mn0.5O2,"[{'Na': '0.66', 'Co': '0.5', 'Mn': '0.5', 'O': '2.0'}]",104.1069,Cath,126.6
Fe3S4,"[{'Fe': '3.0', 'S': '4.0'}]",295.775,Anod,511.4
Cu2O / Cu,"[{'Cu': '2.0', 'O': '1.0'}, {'Cu': '1.0'}]",206.637,Anod,315.0
FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",119.965,Cath,179.0
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",98.83,Anod,295.0
SnS / rGO,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anod,540.0
LiNi0.8Co0.1Al0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Al': '0.1', 'O': '2.0'}]",94.4839,Cath,140.0
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cath,156.0
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",228.81000000000003,Anod,550.0
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",45.016000000000005,Cath,730.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,96.0
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",169.77,Cath,111.5
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,220.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,67.6
TiN,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Cath,89.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,300.0
LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",97.679,Cath,155.0
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",96.08145,Cath,65.0
TiO2 @ Co-CNT-NC,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,300.0
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",45.940000000000005,Cath,1166.0
PbO / Pb / C(B),"[{'Pb': '1.0', 'O': '1.0'}, {'Pb': '1.0'}, {'B': '1.0', 'C': '1.0'}]",453.22,Anod,347.0
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",74.692,Anod,718.0
CoO,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anod,732.0
CVO,"[{'C': '1.0', 'V': '1.0', 'O': '1.0'}]",78.9515,Anod,390.0
PIB,"[{'P': '1.0', 'I': '1.0', 'B': '1.0'}]",168.684,Anod,250.0
CNT @ Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Cath,85.0
K2FeO4,"[{'K': '2.0', 'Fe': '1.0', 'O': '4.0'}]",198.037,Cath,141.6
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anod,455.7
HN-LVP @ C,"[{'H': '1.0', 'N': '1.0'}, {'C': '1.0'}]",27.026,Cath,129.4
Li2FeSiO4 / C,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",173.817,Cath,92.4
FeS @ C,"[{'Fe': '1.0', 'S': '1.0'}, {'C': '1.0'}]",99.916,Anod,426.7
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,150.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,200.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1197.0
SiOCâSe,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Cath,637.1
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,615.0
Li2NaV2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Li': '2.0', 'Na': '1.0', 'V': '2.0'}]",423.663,Cath,96.0
VS2-GO,"[{'V': '1.0', 'S': '2.0'}]",115.0615,Cath,235.0
Li1.2Ni0.2Mn0.6O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",85.0274,Cath,273.3
V2O5 / Cu,"[{'V': '2.0', 'O': '5.0'}, {'Cu': '1.0'}]",245.424,Cath,182.0
Li0.99La0.01FePO4,"[{'Li': '0.99', 'La': '0.01', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",159.0747,Cath,123.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,152.3
SnO2 / GAs-3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,725.3
ZnMn2O4,"[{'Zn': '1.0', 'Mn': '2.0', 'O': '4.0'}]",239.252,Cath,150.0
LiMn3O6,"[{'Li': '1.0', 'Mn': '3.0', 'O': '6.0'}]",267.74800000000005,Cath,170.0
ReS2 / N-CNFs,"[{'Re': '1.0', 'S': '2.0'}]",250.33,Anod,430.0
VB2,"[{'V': '1.0', 'B': '2.0'}]",72.5615,Anod,3800.0
Sn4P3,"[{'Sn': '4.0', 'P': '3.0'}]",567.762,Anod,800.0
MgFeSiO4,"[{'Mg': '1.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",172.23100000000002,Cath,125.0
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",95.606,Cath,414.1
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",95.606,Cath,348.6
Li4C6O6,"[{'Li': '4.0', 'C': '6.0', 'O': '6.0'}]",195.82,Cath,250.0
Li2S @ C,"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0'}]",57.95100000000001,Cath,406.5
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",182.256,Anod,308.0
Li2S @ CâCNT,"[{'Li': '2.0', 'S': '1.0'}]",45.940000000000005,Cath,805.0
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",459.083,Anod,178.0
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1295.3
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,287.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,110.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,122.5
LiMn2O4âMn,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,116.3
LMO / N-rGO,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,568.0
Li2.90Na0.10V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '2.9', 'Na': '0.1', 'V': '2.0'}, {'C': '1.0'}]",421.2289999999999,Cath,113.0
ZnMn2O4,"[{'Zn': '1.0', 'Mn': '2.0', 'O': '4.0'}]",239.252,Anod,992.0
NVP / C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",107.9335,Cath,98.0
MgH2,"[{'Mg': '1.0', 'H': '2.0'}]",26.321,Anod,510.0
Ge / Cu3Ge,"[{'Ge': '1.0'}, {'Cu': '3.0', 'Ge': '1.0'}]",335.898,Anod,1000.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,100.0
NH4V4O10,"[{'N': '1.0', 'H': '4.0', 'V': '4.0', 'O': '10.0'}]",381.795,Cath,224.7
SiO,"[{'Si': '1.0', 'O': '1.0'}]",44.084,Anod,570.0
(Cu0.30Co0.7)Co2O4 / CuO,"[{'Cu': '0.3', 'Co': '2.7', 'O': '4.0'}, {'Cu': '1.0', 'O': '1.0'}]",321.72390000000007,Anod,121.0
Sb2O3,"[{'Sb': '2.0', 'O': '3.0'}]",291.517,Anod,414.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,125.0
PbO / Pb / C(B),"[{'Pb': '1.0', 'O': '1.0'}, {'Pb': '1.0'}, {'B': '1.0', 'C': '1.0'}]",453.22,Anod,441.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,45.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,130.0
Li4.4Si,"[{'Li': '4.4', 'Si': '1.0'}]",58.62100000000001,Anod,4200.0
Cobalt oxide,"[{'Co': '2.0', 'O': '3.0'}]",165.863,Anod,543.0
MnSâC,"[{'Mn': '1.0', 'S': '1.0'}]",86.998,Anod,1445.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,144.0
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,449.0
Na0.7CoO2,"[{'Na': '0.7', 'Co': '1.0', 'O': '2.0'}]",107.024,Cath,70.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,670.5
Na0.67Co0.25Mn0.75O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.75', 'O': '2.0'}]",103.33805,Cath,35.32
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,150.0
CoS @ 1T-MoS2,"[{'Co': '1.0', 'S': '1.0'}]",90.993,Anod,973.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,876.0
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",96.08145,Cath,175.0
LiNi1â2xCoxMnxO2,"[{'Li': '1.0', 'Ni': '1.0'}]",65.633,Cath,198.8
MnFe2O4,"[{'Mn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",230.624,Anod,100.0
AlF3,"[{'Al': '1.0', 'F': '3.0'}]",83.976,Cath,869.0
ZnS / C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '1.0'}]",109.451,Anod,207.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,180.0
ZnO @ GN-1,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anod,850.0
Hexacyanoferrate,"[{'C': '6.0', 'N': '6.0', 'Fe': '1.0'}]",211.953,Cath,60.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,130.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,61.8
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,170.0
TiN,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Cath,849.0
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",82.948,Anod,678.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,780.0
MnO2 / Ni / PVDF,"[{'Mn': '1.0', 'O': '2.0'}, {'Ni': '1.0'}]",145.62900000000002,Anod,766.6
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,132.0
MnF2,"[{'Mn': '1.0', 'F': '2.0'}]",92.934,Anod,47.0
LiMn2O4 @ V2O5,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}, {'V': '2.0', 'O': '5.0'}]",362.69,Cath,121.0
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",96.5525,Cath,115.0
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anod,988.2
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,148.0
Fe3S4,"[{'Fe': '3.0', 'S': '4.0'}]",295.775,Anod,586.6
Na2CoSiO4,"[{'Na': '2.0', 'Co': '1.0', 'Si': '1.0', 'O': '4.0'}]",196.994,Cath,112.0
NiOOH,"[{'Ni': '1.0', 'O': '2.0', 'H': '1.0'}]",91.699,Cath,267.0
V2O5 / Cu,"[{'V': '2.0', 'O': '5.0'}, {'Cu': '1.0'}]",245.424,Cath,212.0
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",182.83,Anod,713.67
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,110.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,85.0
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",459.083,Anod,171.6
LiNi0.6Mn0.2Co0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Mn': '0.2', 'Co': '0.2', 'O': '2.0'}]",96.928,Cath,197.0
CNT / CoS @ C,"[{'Co': '1.0', 'S': '1.0', 'C': '1.0'}]",103.004,Anod,428.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,510.0
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",74.692,Anod,1217.0
CNTs / Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,468.0
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anod,510.5
CNT / CoS @ C,"[{'Co': '1.0', 'S': '1.0', 'C': '1.0'}]",103.004,Anod,412.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,857.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,127.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,93.5
CoO / graphene,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anod,604.0
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",455.763,Cath,105.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,712.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,250.0
SnS2 / S-rGO,"[{'Sn': '1.0', 'S': '2.0'}]",182.83,Anod,1078.0
FeS2 @ C,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0'}]",131.976,Cath,886.0
SiO,"[{'Si': '1.0', 'O': '1.0'}]",44.084,Anod,450.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,274.0
NIB,"[{'N': '1.0', 'I': '1.0', 'B': '1.0'}]",151.717,Anod,100.0
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",228.81000000000003,Cath,195.0
MnO-PS,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,1050.0
LiMnSnO4,"[{'Li': '1.0', 'Mn': '1.0', 'Sn': '1.0', 'O': '4.0'}]",244.584,Cath,113.0
SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Anod,800.0
CVO,"[{'C': '1.0', 'V': '1.0', 'O': '1.0'}]",78.9515,Anod,847.0
NCF / Se,"[{'N': '1.0', 'C': '1.0', 'F': '1.0'}, {'Se': '1.0'}]",123.987,Cath,395.0
VO2,"[{'V': '1.0', 'O': '2.0'}]",82.9395,Anod,130.0
MoS2 / C,"[{'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",172.081,Anod,400.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1300.0
LiFe0.4Mn0.4Co0.2PO4 / C-based,"[{'Li': '1.0', 'Fe': '0.4', 'Mn': '0.4', 'Co': '0.2', 'P': '1.0', 'O': '4.0'}]",158.0098,Cath,163.3
Si / Ge,"[{'Si': '1.0'}, {'Ge': '1.0'}]",100.715,Anod,1580.0
Fe3O4 / Ag,"[{'Fe': '3.0', 'O': '4.0'}, {'Ag': '1.0'}]",339.401,Anod,510.0
SbS2 / graphene,"[{'Sb': '1.0', 'S': '2.0'}]",185.88,Anod,730.0
Fe(VI),"[{'V': '1.0', 'I': '1.0', 'Fe': '1.0'}]",233.6865,Cath,600.0
Li1.2Ni0.13Co0.13Mn0.54O2,"[{'Li': '1.2', 'Ni': '0.13', 'Co': '0.13', 'Mn': '0.54', 'O': '2.0'}]",85.2839,Cath,172.0
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",45.016000000000005,Anod,450.0
CuCo2O4,"[{'Cu': '1.0', 'Co': '2.0', 'O': '4.0'}]",245.408,Anod,250.0
Bi2MoO6 / rGO-20,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",609.904,Anod,402.4
LiNi0.4Mn0.4Co0.2O2,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '0.4', 'Co': '0.2', 'O': '2.0'}]",96.177,Cath,19.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Anod,130.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,122.0
Na3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}, {'C': '1.0'}]",467.774,Cath,94.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,150.653
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",459.083,Anod,37.0
S / HPC,"[{'S': '1.0'}, {'H': '1.0', 'P': '1.0', 'C': '1.0'}]",76.053,Cath,1377.0
Co9S8âCo4N,"[{'Co': '9.0', 'S': '8.0'}]",786.8770000000001,Cath,1137.0
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,216.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,215.0
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anod,54.0
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anod,786.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,170.0
Li2S6,"[{'Li': '2.0', 'S': '6.0'}]",206.24,Cath,297.0
FeFe(CN)6,"[{'C': '6.0', 'N': '6.0', 'Fe': '2.0'}]",267.798,Cath,98.0
VO2,"[{'V': '1.0', 'O': '2.0'}]",82.9395,Anod,361.0
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",76.695,Anod,922.0
SnSe0.5S0.5-180,"[{'Sn': '1.0', 'Se': '0.5', 'S': '0.5'}]",174.22549999999998,Anod,1306.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,170.0
MnSâC,"[{'Mn': '1.0', 'S': '1.0'}]",86.998,Anod,851.0
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,147.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,936.0
